character_id,move_index,complete,faf,frames,grabs,hurtboxes,name,notes,type,value
02_donkey-kong,29,,47,47,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 'color': '2F152E', 'notes': ''}]","Giant Punch (Ground, Max)",,,DonkeyKongGiantPunchGMax
02_donkey-kong,30,,62,62,,"[{'type': 'Intangible', 'bone': 'arml', 'hp': '', 'frames': [4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 'color': 'darkblue', 'notes': ''}]",Giant Punch (Air),,,DonkeyKongGiantPunchA
02_donkey-kong,31,,47,47,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [15, 16, 17, 18, 19, 20], 'color': '#2F152E', 'notes': ''}]","Giant Punch (Air, Max)",,,DonkeyKongGiantPunchAMax
02_donkey-kong,32,,62,62,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'color': '#2F152E', 'notes': ''}]",Headbutt (Ground),,,DonkeyKongHeadbuttG
02_donkey-kong,33,,62,62,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'color': '#2F152E', 'notes': ''}]",Headbutt (Air),,,DonkeyKongHeadbuttA
02_donkey-kong,34,,104,104,,"[{'type': 'Super Armor', 'bone': 'all', 'hp': '', 'frames': [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'color': '#2F152E', 'notes': ''}, {'type': 'Intangible', 'bone': 'armr', 'hp': '', 'frames': [19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Spinning Kong (Ground),,,DonkeyKongSpinningKongG
02_donkey-kong,35,,64,64,,"[{'type': 'Intangible', 'bone': 'arml', 'hp': '', 'frames': [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], 'color': 'darkblue', 'notes': ''}, {'type': 'Intangible', 'bone': 'armr', 'hp': '', 'frames': [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], 'color': 'darkblue', 'notes': ''}]",Spinning Kong (Air),,,DonkeyKongSpinningKongA
02_donkey-kong,36,,21,21,,,Hand Slap (Ground),"7 additional startup frames on first use
26 frames per mash",,DonkeyKongHandSlapG
02_donkey-kong,37,,49,49,,,Hand Slap (Air),,,DonkeyKongHandSlapA
02_donkey-kong,38,,55,55,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,DonkeyKongLedgeAttack
02_donkey-kong,39,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,DonkeyKongGetupAttackU
02_donkey-kong,40,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,DonkeyKongGetupAttackD
02_donkey-kong,41,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkdarkblue', 'notes': ''}]",Trip Attack,,,DonkeyKongTripAttack
03_link,0,,23,23,,,Jab 1,,,LinkJab1
03_link,1,,25,25,,,Jab 2,,,LinkJab2
03_link,2,,34,34,,,Jab 3,,,LinkJab3
03_link,3,,39,39,,,Forward Tilt,,,LinkFTilt
03_link,4,,35,35,,,Up Tilt,,,LinkUTilt
03_link,5,,30,30,,,Down Tilt,,,LinkDTilt
03_link,6,,56,56,,,Dash Attack,,,LinkDashAttack
03_link,7,,50,50,,,Forward Smash 1,,,LinkFSmash1
03_link,8,,60,60,,,Forward Smash 2,,,LinkFSmash2
03_link,9,,77,77,,,Up Smash,,,LinkUSmash
03_link,10,,56,56,,,Down Smash,,,LinkDSmash
03_link,11,,38,38,,,Neutral Air,,,LinkNAir
03_link,12,,51,51,,,Forward Air,,,LinkFAir
03_link,13,,30,30,,,Back Air,,,LinkBAir
03_link,14,,59,59,,,Up Air,,,LinkUAir
03_link,15,,79,79,,,Down Air,,,LinkDAir
03_link,16,,34,34,"[{'id': '0', 'bone': 'top', 'size': '3.3', 'x': '0.0', 'y': '8.0', 'z': '4.0', 'x2': '0.0', 'y2': '8.0', 'z2': '7.7', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [6, 7], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.65', 'x': '0.0', 'y': '8.0', 'z': '2.35', 'x2': '0.0', 'y2': '8.0', 'z2': '9.35', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [6, 7], 'color': '#400040', 'notes': ''}]",,Grab,,,LinkGrab
03_link,17,,42,42,"[{'id': '0', 'bone': 'top', 'size': '2.6', 'x': '0.0', 'y': '7.0', 'z': '4.0', 'x2': '0.0', 'y2': '7.0', 'z2': '9.4', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [9, 10], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.3', 'x': '0.0', 'y': '7.0', 'z': '2.7', 'x2': '0.0', 'y2': '7.0', 'z2': '10.7', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [9, 10], 'color': '#400040', 'notes': ''}]",,Dash Grab,,,LinkDashGrab
03_link,18,,37,37,"[{'id': '0', 'bone': 'top', 'size': '3.3', 'x': '0.0', 'y': '7.0', 'z': '-4.0', 'x2': '0.0', 'y2': '7.0', 'z2': '-13.2', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_g', 'frames': [10, 11], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '1.65', 'x': '0.0', 'y': '7.0', 'z': '-2.35', 'x2': '0.0', 'y2': '7.0', 'z2': '-14.85', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_a', 'frames': [10, 11], 'color': '#400040', 'notes': ''}]",,Pivot Grab,,,LinkPivotGrab
03_link,19,,37,37,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'color': 'lightgreen', 'notes': ''}]",Forward Throw,,,LinkFThrow
03_link,20,,34,34,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'color': 'lightgreen', 'notes': ''}]",Back Throw,,,LinkBThrow
03_link,21,,49,49,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], 'color': 'lightgreen', 'notes': ''}]",Up Throw,,,LinkUThrow
03_link,22,,48,48,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24], 'color': 'lightgreen', 'notes': ''}]",Down Throw,,,LinkDThrow
03_link,23,,6,6,,,Pummel,,,LinkPummel
03_link,24,,1,1,,,Arrow,"16 frames for minimum charge, 52 for maximum
FAF 29 frames after shooting",,LinkArrow
03_link,25,,1,1,,,Boomerang,,,LinkBoomerang
03_link,26,,76,76,,,Spin Attack (Ground),,,LinkSpinAttackG
03_link,27,,92,92,,,Spin Attack (Air),,,LinkSpinAttackA
03_link,28,,1,1,,,Remote Bomb (Thrown),,,LinkBombThrown
03_link,29,,1,1,,,Remote Bomb (Explosion),,,LinkBombExplode
03_link,30,,55,55,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], 'color': 'darkblue', 'notes': ''}]",Ledge Attack,,,LinkLedgeAttack
03_link,31,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Up),,,LinkGetupAttackU
03_link,32,,45,45,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22], 'color': 'darkblue', 'notes': ''}]",Getup Attack (Down),,,LinkGetupAttackD
03_link,33,,49,49,,"[{'type': 'Intangible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7], 'color': 'darkblue', 'notes': ''}]",Trip Attack,,,LinkTripAttack
04e_dark-samus,0,,17,17,,,Jab 1,,,DarkSamusJab1
04e_dark-samus,1,,29,29,,,Jab 2,,,DarkSamusJab2
04e_dark-samus,2,,33,33,,,Forward Tilt,,,DarkSamusFTilt
04e_dark-samus,3,,33,33,,,Forward Tilt (Down),,,DarkSamusFTiltDown
04e_dark-samus,4,,33,33,,,Forward Tilt (Up),,,DarkSamusFTiltUp
04e_dark-samus,5,,39,39,,,Up Tilt,,,DarkSamusUTilt
04e_dark-samus,6,,44,44,,,Down Tilt,,,DarkSamusDTilt
04e_dark-samus,7,,41,41,,,Dash Attack,,,DarkSamusDashAttack
04e_dark-samus,8,,48,48,,,Forward Smash,,,DarkSamusFSmash
04e_dark-samus,9,,48,48,,,Forward Smash (Up),,,DarkSamusFSmashUp
04e_dark-samus,10,,48,48,,,Forward Smash (Down),,,DarkSamusFSmashDown
04e_dark-samus,11,,56,56,,,Up Smash,,,DarkSamusUSmash
04e_dark-samus,12,,44,44,,,Down Smash,,,DarkSamusDSmash
04e_dark-samus,13,,45,45,,,Neutral Air,,,DarkSamusNAir
04e_dark-samus,14,,59,59,,,Forward Air,,,DarkSamusFAir
04e_dark-samus,15,,41,41,,,Back Air,,,DarkSamusBAir
04e_dark-samus,16,,39,39,,,Up Air,,,DarkSamusUAir
04e_dark-samus,17,,48,48,,,Down Air,,,DarkSamusDAir
04e_dark-samus,18,,59,59,,,ZAir,,,DarkSamusZAir
04e_dark-samus,19,,59,59,"[{'id': '0', 'bone': 'throw', 'size': '4.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [15, 16, 17], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '3.0', 'x': '0.0', 'y': '7.5', 'z': '13.0', 'x2': '0.0', 'y2': '7.5', 'z2': '5.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [15, 16, 17, 18, 19, 20, 21, 22], 'color': '#800080', 'notes': ''}]",,Grab,,,DarkSamusGrab
04e_dark-samus,20,,67,67,"[{'id': '0', 'bone': 'throw', 'size': '4.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [17, 18, 19], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '3.0', 'x': '0.0', 'y': '7.5', 'z': '13.0', 'x2': '0.0', 'y2': '7.5', 'z2': '5.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [17, 18, 19, 20, 21, 22, 23, 24], 'color': '#800080', 'notes': ''}]",,Dash Grab,,,DarkSamusDashGrab
04e_dark-samus,21,,62,62,"[{'id': '0', 'bone': 'throw', 'size': '3.0', 'x': '0.0', 'y': '0.0', 'z': '0.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [18, 19, 20], 'color': '#800080', 'notes': ''}, {'id': '1', 'bone': 'top', 'size': '3.0', 'x': '0.0', 'y': '7.5', 'z': '-18.0', 'x2': '0.0', 'y2': '7.5', 'z2': '-5.0', 'status': 'fighter_status_kind_capture_pulled', 'ground_or_air': 'collision_situation_mask_ga', 'frames': [18, 19, 20, 21, 22, 23, 24, 25], 'color': '#800080', 'notes': ''}]",,Pivot Grab,,,DarkSamusPivotGrab
04e_dark-samus,22,,6,6,,,Pummel,,,DarkSamusPummel
04e_dark-samus,23,,41,41,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'color': 'lightgreen', 'notes': ''}]",Forward Throw,,,DarkSamusFThrow
04e_dark-samus,24,,49,49,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'color': 'lightgreen', 'notes': ''}]",Back Throw,,,DarkSamusBThrow
04e_dark-samus,25,,39,39,,"[{'type': 'Invincible', 'bone': 'all', 'hp': '', 'frames': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'color': 'lightgreen', 'notes': ''}]",Up Throw,,,DarkSamusUThrow
